"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"33","86695","E4590","Eating Place Retail Dispenser (Malt)","Active","CHOI S BEER SHOP LLC","CHOI S BEER SHOP LLC","1642  SOUTH ST, PHILADELPHIA PA 19146","1642  SOUTH ST, PHILADELPHIA PA 19146",NA,"OK B LEE","Philadelphia County","Philadelphia City","Aug 12,2024","Oct 31,2025",-75.1702126,39.9441218
"34","54824","E2103","Eating Place Retail Dispenser (Malt)","Active","FOODERY NORTHERN LIBERTY LTD.","FOODERY NORTHERN LIBERTY LTD.","837-41 N 2ND ST, PHILADELPHIA PA 19123","837-41 N 2ND ST, PHILADELPHIA PA 19123",NA,"SEUNG LEE","Philadelphia County","Philadelphia City","Aug 21,2024","Oct 31,2025",-75.1400811,39.9637488
"35","92257","E1292","Eating Place Retail Dispenser (Malt)","Safekeeping","DATTILO'S ITALIAN DELICATESSEN LLC","DATTILO'S ITALIAN DELICATESSEN LLC","8000-8002 HORROCKS ST, PHILADELPHIA PA 19152-2813","8000-8002 HORROCKS ST, PHILADELPHIA PA 19152-2813","SIRO DATTILO, BARBARA DATTILO, & FRANK DATTILO","ANTHONY M DATTILO","Philadelphia County","Philadelphia City","Nov 14,2024","Oct 31,2025",-75.0524813,40.0599798
"36","59486","E3346","Eating Place Retail Dispenser (Malt)","Active","RIDGE MART INC","RIDGE MART INC","2248 RIDGE AVE, PHILADELPHIA PA 19121-2930","2248 RIDGE AVE, PHILADELPHIA PA 19121-2930",NA,"JEONG SHIN","Philadelphia County","Philadelphia City","Oct 3,2024","Oct 31,2025",-75.172425,39.9803416
"37","102795","G45838","Brewery","Active","VICTORY BREWING COMPANY LLC","VICTORY BREWING COMPANY LLC","1776 BENJAMIN FRANKLIN PKWY, PHILADELPHIA PA 19103-1210","1776 BENJAMIN FRANKLIN PKWY, PHILADELPHIA PA 19103-1210","GP BFP LLC, 1515 BFP LLC, 1501 BFP LLC, 1429 BFP LLC","TIMOTHY R DEAN","Philadelphia County","Philadelphia City","Sep 10,2024","Dec 31,2025",-75.1690414,39.9564807
"38","105074","G46847","Brewery","Active","FILL IT UP AGAIN LLC","MEYERS BREWING COMPANY","436 E GIRARD AVE, PHILADELPHIA PA 19125-3326","436 E GIRARD AVE, PHILADELPHIA PA 19125-3326","GINGER REAL ESTATE HOLDINGS LLC","MICHAEL D MEYERS","Philadelphia County","Philadelphia City","Nov 14,2024","Dec 31,2025",-75.1291259,39.9704005
"39","81493","G32007","Brewery","Active","STONE & TRIPP ENTERPRISES LLC","FERMENTERY FORM","161 CECIL B MOORE AVE, PHILADELPHIA PA 19122-3234","258 S 46TH ST, PHILADELPHIA PA 19139","GLCP, LLC","ETHAN TRIPP","Philadelphia County","Philadelphia City","Sep 27,2024","Dec 31,2025",-75.1374339,39.976359
"40","113388","G54198","Brewery","Safekeeping","REVOLUTION RITTENHOUSE LLC","REVOLUTION TACO","2015 WALNUT ST, PHILADELPHIA PA 19103","2015 WALNUT ST, PHILADELPHIA PA 19103","2015 WALNUT STREET OWNER LLC","HIEN T NGUYEN","Philadelphia County","Philadelphia City","Oct 31,2024","Dec 31,2025",-75.1743299,39.9507667
"41","104863","GA46326","Grain Alcohol","Active","MATTHEW BENNETT WALKER","MATTHEW BENNETT WALKER","261 E MEEHAN AVE, PHILADELPHIA PA 19119","261 E MEEHAN AVE, PHILADELPHIA PA 19119",NA,NA,"Philadelphia County","Philadelphia City","Jan 15,2021","Dec 31,2026",-75.183163,40.0586093
"42","84857","GA33117","Grain Alcohol","Active","WILLIAM HUGHES","WILLIAM HUGHES","2121 E CLEARFIELD ST, PHILADELPHIA PA 19134-3705","2121 E CLEARFIELD ST, PHILADELPHIA PA 19134-3705",NA,NA,"Philadelphia County","Philadelphia City","Feb 13,2017",NA,-75.1115396,39.9905944
"43","98360","GP43440","Brewery Pub","Active","DOCK STREET BREWERY SOUTH LLC","DOCK STREET BREWERY SOUTH","2118 WASHINGTON AVE, PHILADELPHIA PA 19146","701 S 50TH ST, PHILADELPHIA PA 19143-1658","THOMAS DONATUCCI","ALEKSANDR P CERTO-WARE","Philadelphia County","Philadelphia City","Feb 24,2025","Dec 31,2025",-75.1793326,39.9392081
"44","80843","GR55","Municipal Golf Course (Liquor)","Active","THE FIRST TEE OF GREATER PHILADELPHIA INC","WALNUT LANE G C","800 WALNUT LN, PHILADELPHIA PA 19128-1714","800 WALNUT LN, PHILADELPHIA PA 19128-1714","CITY OF PHILADELPHIA","KYLE E SPAULDING II","Philadelphia County","Philadelphia City","Jul 17,2024","Oct 31,2025",-75.2019585,40.0301538
"45","112960","H57729","Hotel (Liquor)","Active","OC SANSOM PROJECT OPCO, LLC","SOFITEL PHILADELPHIA AT RITTENHOUSE SQUARE","120 S 17TH ST, PHILADELPHIA PA 19103-5115","3501 JAMBOREE RD STE 550, NEWPORT BEACH CA 92660-2950","OC SANSOM PROJECT OWNER, LLC","PIERRE JOTTERAND","Philadelphia County","Philadelphia City","Sep 4,2024","Oct 31,2025",-75.1695409,39.9509482
"46","68070","H5991","Hotel (Liquor)","Active","DJONT/JPM HOSPITALITY LEASING (SPE) LLC","WYNDHAM PHILADELPHIA HIST DIST","400 ARCH ST, PHILADELPHIA PA 19106-2120","400 ARCH ST, PHILADELPHIA PA 19106-2120",NA,"JOHN KARCHNER","Philadelphia County","Philadelphia City","Nov 14,2024","Oct 31,2025",-75.147515,39.9520404
"47","55632","H5803","Hotel (Liquor)","Active","THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA","THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA","3600 SANSOM ST, PHILADELPHIA PA 19104-3212","3600 SANSOM ST, PHILADELPHIA PA 19104-3212",NA,"JAMES J SALVO","Philadelphia County","Philadelphia City","Jul 12,2024","Oct 31,2025",-75.1954185,39.9538054
"48","125562","I712","Importer","Active","IATESTA IMPORTS LLC","IATESTA IMPORTS","6545 LANSDOWNE AVE, PHILADELPHIA PA 19151-3317","6545 LANSDOWNE AVE, PHILADELPHIA PA 19151-3317","ANTHONY L IATESTA",NA,"Philadelphia County","Philadelphia City","Nov 20,2024","Jun 30,2025",-75.2513473,39.9748462
"49","84248","IA32693","Transporter for Hire Class A","Active","PETE'S FAMOUS PIZZA INC","PETE'S FAMOUS PIZZA INC","116 N 21ST ST, PHILADELPHIA PA 19103-1325","116 N 21ST ST, PHILADELPHIA PA 19103-1325",NA,NA,"Philadelphia County","Philadelphia City","Sep 6,2024","Dec 31,2025",-75.1747602,39.9563543
"50","69691","IB4333","Transporter for Hire Class B","Active","PA BEVERAGE LEASING LLC","PA BEVERAGE LEASING LLC","3000 MEETING HOUSE RD, PHILADELPHIA PA 19154-1027","3000 MEETING HOUSE RD, PHILADELPHIA PA 19154-1027",NA,NA,"Philadelphia County","Philadelphia City","Oct 24,2024","Dec 31,2025",-74.969591,40.1118975
"51","70462","J182","Bailee For Hire","Active","TEUTONIC TRANSPORTATION LLC","TEUTONIC TRANSPORTATION LLC","2009 ELMWOOD AVE STE 201, SHARON HILL PA 19116","2009 ELMWOOD AVE STE 201, SHARON HILL PA 19116","AUROCH PARTNERS III, LLC","DAVID KRYSIAK","Philadelphia County","Philadelphia City","Sep 13,2024","Dec 31,2025",-75.259501,39.9073372
"52","126205","LK59171","Limited Winery","Safekeeping","LEOFIGS LLC","LEOFIGS","2201 FRANKFORD AVE, PHILADELPHIA PA 19125-2079","2201 FRANKFORD AVE, PHILADELPHIA PA 19125-2079","2X2 FRANKFORD 2201 LLC","JUSTICE A L FIGUERAS","Philadelphia County","Philadelphia City","Jan 7,2025","Dec 31,2025",-75.1292218,39.9795058
"53","90360","PV37261","Public Venue Restaurant","Active","ARAMARK EDUCATIONAL SERVICES LLC","CAMPION CENTER","2401 CARDINAL AVE, PHILADELPHIA PA 19131-1307","2401 CARDINAL AVE, PHILADELPHIA PA 19131-1307",NA,"JODI L FINNEGAN","Philadelphia County","Philadelphia City","Aug 8,2024","Oct 31,2025",-75.2396999,39.9923773
"54","72872","PV177","Public Venue Restaurant","Active","PAFA JVLL HOLDINGS LLC","PENNSYLVANIA ACADEMY OF THE FINE ARTS","118-128 N BROAD ST, PHILADELPHIA PA 19102-1510","775 WOODLANDS PKY SUITE 100, RIDGELAND MS 39157",NA,"KATHRYN YOUNG-COPPA","Philadelphia County","Philadelphia City","Dec 13,2024","Oct 31,2025",-75.1634761,39.9556147
"55","87635","PV37094","Public Venue Restaurant","Active","ARAMARK EDUCATIONAL SERVICES LLC","HAGAN ARENA","ST. JOSEPH'S UNIVERSITY 2450 N 54TH ST, PHILADELPHIA PA 19131","ST. JOSEPH'S UNIVERSITY 2450 N 54TH ST, PHILADELPHIA PA 19131",NA,"RACHAEL A MORRISON","Philadelphia County","Philadelphia City","Dec 16,2024","Oct 31,2025",-75.2343558,39.9951578
"56","49174","PV28","Public Venue Restaurant","Active","ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC","WELLS FARGO SPORTS COMPLEX","BROAD ST & PATTISON AVE, PHILADELPHIA PA 19148","BROAD ST & PATTISON AVE, PHILADELPHIA PA 19148",NA,"CHRISTINE FLANIGAN","Philadelphia County","Philadelphia City","Nov 18,2024","Oct 31,2025",-75.1694383,39.9253196
"57","51347","PV57","Public Venue Restaurant","Active","PENN'S LANDING LLC","PENN'S LANDING LLC","GREAT PLZ COLUMBUS BLVD AT CHESTNUT ST, PHILADELPHIA PA 19106","GREAT PLZ COLUMBUS BLVD AT CHESTNUT ST, PHILADELPHIA PA 19106",NA,"JACKIE C LAI","Philadelphia County","Philadelphia City","Aug 7,2024","Oct 31,2025",-75.148047,39.9489026
"58","73034","R7760","Restaurant (Liquor)","Active","SINAS WAYNE INC","SINAS WAYNE INC","4851-53 WAYNE AVE, PHILADELPHIA PA 19144-3627","7053 TERMINAL SQ, UPPER DARBY PA 19082-2217",NA,"Sina Kim","Philadelphia County","Philadelphia City","Jul 9,2024","Oct 31,2025",-75.1658747,40.0246463
"59","72347","R1364","Restaurant (Liquor)","Active","SJP II INC","SJP II INC","1835 ARCH ST GROUND LEVEL, PHILADELPHIA PA 19103-2712","1835 ARCH ST GROUND LEVEL, PHILADELPHIA PA 19103-2712","FC BELL ASSOCIATES L.P.","KENNETH J MERRIMAN","Philadelphia County","Philadelphia City","Jul 5,2024","Oct 31,2025",-75.1709086,39.9556529
"60","31193","R9058","Restaurant (Liquor)","Active","RACE STREET RESTAURANT, INC.","RACE STREET RESTAURANT, INC.","1214 SANSOM ST, PHILADELPHIA PA 19107-4913","1214 SANSOM ST, PHILADELPHIA PA 19107-4913",NA,"JAMES MCNAMARA","Philadelphia County","Philadelphia City","Jun 9,2025","Oct 31,2025",-75.1611206,39.9496116
"61","55570","R8973","Restaurant (Liquor)","Active","BICA RESTAURANT INC","BICA RESTAURANT INC","6618 CASTOR AVE, PHILADELPHIA PA 19149-2120","6618 CASTOR AVE, PHILADELPHIA PA 19149-2120","ORLANDO JACOME","JOAO JACOME","Philadelphia County","Philadelphia City","Aug 2,2024","Oct 31,2025",-75.0747623,40.0426037
"62","16232","R13603","Restaurant (Liquor)","Active","W & S LIN, INC.","W & S LIN, INC.","ROXBORO MARKET SQ SHOPPING CENTER STORES 15 & 16  8919 RIDGE AVE, PHILADELPHIA PA 19128","ROXBORO MARKET SQ SHOPPING CENTER STORES 15 & 16  8919 RIDGE AVE, PHILADELPHIA PA 19128",NA,"HUI XIE","Philadelphia County","Philadelphia City","Oct 8,2024","Oct 31,2025",-78.982788,36.3937519
"63","49017","R182","Restaurant (Liquor)","Active","CASTLE RESTAURANT, INC.","CASTLE RESTAURANT, INC.","5440 N 5TH ST, PHILADELPHIA PA 19120-2802","5440 N 5TH ST, PHILADELPHIA PA 19120-2802",NA,"BUOI POEUNG","Philadelphia County","Philadelphia City","Aug 5,2024","Oct 31,2025",-75.1312102,40.0347079
"64","103516","R1459","Restaurant (Liquor)","Active","MENNITI MANAGEMENT INC","MENNITTI MANAGEMENT INC","1720 W MOYAMENSING AVE, PHILADELPHIA PA 19145-4820","1720 W MOYAMENSING AVE, PHILADELPHIA PA 19145-4820","MENNITTI REAL ESTATE LLC","YVONNE E DIVARIO","Philadelphia County","Philadelphia City","Feb 7,2025","Oct 31,2025",-75.1766152,39.9149808
"65","85011","R6","Restaurant (Liquor)","Active","BROWNS FOX STREET LLC","SHOPRITE OF FOX STREET","2800 FOX ST, PHILADELPHIA PA 19129","700 DELSEA DR, WESTVILLE NJ 08093-1229",NA,"SHONDA D HILBERT","Philadelphia County","Philadelphia City","Sep 18,2024","Oct 31,2025",-75.1753319,40.0088023
"66","67269","R4397","Restaurant (Liquor)","Active","DRC SPRUCE STREET, LLC","DRC SPRUCE STREET, LLC","2201 SPRUCE ST, PHILADELPHIA PA 19103-5517","2201 SPRUCE ST, PHILADELPHIA PA 19103-5517",NA,"EDWARD PETER HACKETT, JR","Philadelphia County","Philadelphia City","Aug 13,2024","Oct 31,2025",-75.1779684,39.9487654
"67","120376","R7266","Restaurant (Liquor)","Active","TMR RESTAURANT, LLC","TMR RESTAURANT, LLC","1310 WALNUT ST, PHILADELPHIA PA 19107-6313","1310 WALNUT ST, PHILADELPHIA PA 19107-6313","TRUE LIBERTY REALTY LLC","MANA SHI","Philadelphia County","Philadelphia City","Aug 27,2024","Oct 31,2025",-75.1626664,39.9489198
"68","86119","R404","Restaurant (Liquor)","Active","GECC2 LLC","GECC2 LLC","414 S 2ND ST, PHILADELPHIA PA 19147-1608","161 WASHINGTON ST STE 900, CONSHOHOCKEN PA 19428-2085","IRONSTONE PHOENIXILLE ENTERPRISES LLC","KELSEY R BUSH","Philadelphia County","Philadelphia City","Sep 20,2024","Oct 31,2025",-75.1456349,39.9427703
"69","116128","R6964","Restaurant (Liquor)","Active","KHP COTTMAN LLC","2301 COTTMAN AVENUE","2301 COTTMAN AVE, PHILADELPHIA PA 19149-1041","2301 COTTMAN AVE, PHILADELPHIA PA 19149-1041","BRIXMOR ROOSEVELT MALL OWNER LLC","DAVID LAM","Philadelphia County","Philadelphia City","Nov 6,2024","Oct 31,2025",-75.0594263,40.0478541
"70","66786","R1809","Restaurant (Liquor)","Active","6200 LANSDOWNE INC","6200 LANSDOWNE INC","6200 LANSDOWNE AVE, PHILADELPHIA PA 19151-3811","6200 LANSDOWNE AVE, PHILADELPHIA PA 19151-3811","MICHAEL TAING","CHHENG SOK","Philadelphia County","Philadelphia City","Oct 7,2024","Oct 31,2025",-75.2436984,39.9753777
"71","101393","R6486","Restaurant (Liquor)","Active","12TH STREET RESTAURANT ASSOCIATES INC","12TH STREET RESTAURANT ASSOCIATES INC","114 S 12TH ST, PHILADELPHIA PA 19107-4804","114 S 12TH ST, PHILADELPHIA PA 19107-4804","114 S 12TH STREET LLC","HENRY D HENSON JR","Philadelphia County","Philadelphia City","Aug 13,2024","Oct 31,2025",-75.1605614,39.9498652
